Country,Sex,Year,BMI
Kyrgyzstan,Male,2022,13.5
Kyrgyzstan,Female,2022,18.1
Kyrgyzstan,Both sexes,2021,15.5
Kyrgyzstan,Male,2021,13
Kyrgyzstan,Female,2021,17.5
Kyrgyzstan,Both sexes,2020,14.9
Kyrgyzstan,Male,2020,12.5
Kyrgyzstan,Female,2020,17
Kyrgyzstan,Both sexes,2019,14.4
Kyrgyzstan,Male,2019,12
Kyrgyzstan,Female,2019,16.4
Kyrgyzstan,Both sexes,2018,13.9
Kyrgyzstan,Male,2018,11.6
Kyrgyzstan,Female,2018,15.9
Lao People's Democratic Republic,Both sexes,2023,5.3
Lao People's Democratic Republic,Male,2023,3.7
Lao People's Democratic Republic,Female,2023,6.7
Lao People's Democratic Republic,Both sexes,2022,5
Lao People's Democratic Republic,Male,2022,3.4
Lao People's Democratic Republic,Female,2022,6.3
Lao People's Democratic Republic,Both sexes,2021,4.7
Lao People's Democratic Republic,Male,2021,3.2
Lao People's Democratic Republic,Female,2021,6
Lao People's Democratic Republic,Both sexes,2020,4.4
Lao People's Democratic Republic,Male,2020,2.9
Lao People's Democratic Republic,Female,2020,5.7
Lao People's Democratic Republic,Both sexes,2019,4.1
Lao People's Democratic Republic,Male,2019,2.7
Lao People's Democratic Republic,Female,2019,5.3
Lao People's Democratic Republic,Both sexes,2018,3.8
Lao People's Democratic Republic,Male,2018,2.4
Lao People's Democratic Republic,Female,2018,5
Latvia,Both sexes,2023,23.6
Latvia,Male,2023,21.6
Latvia,Female,2023,25.1
Latvia,Both sexes,2022,23.3
Latvia,Male,2022,21.1
Latvia,Female,2022,24.9
Latvia,Both sexes,2021,23
Latvia,Male,2021,20.7
Latvia,Female,2021,24.8
Latvia,Both sexes,2020,22.7
Latvia,Male,2020,20.2
Latvia,Female,2020,24.6
Latvia,Both sexes,2019,22.4
Latvia,Male,2019,19.8
Latvia,Female,2019,24.4
Latvia,Both sexes,2018,22.1
Latvia,Male,2018,19.4
Latvia,Female,2018,24.2
Lebanon,Both sexes,2023,32
Lebanon,Male,2023,27.4
Lebanon,Female,2023,37
Lebanon,Both sexes,2022,31.4
Lebanon,Male,2022,26.8
Lebanon,Female,2022,36.5
Lebanon,Both sexes,2021,30.8
Lebanon,Male,2021,26.2
Lebanon,Female,2021,36.1
Lebanon,Both sexes,2020,30.3
Lebanon,Male,2020,25.5
Lebanon,Female,2020,35.6
Lebanon,Both sexes,2019,29.7
Lebanon,Male,2019,24.9
Lebanon,Female,2019,35.2
Lebanon,Both sexes,2018,29.2
Lebanon,Male,2018,24.4
Lebanon,Female,2018,34.7
Lesotho,Both sexes,2023,16.6
Lesotho,Male,2023,4.6
Lesotho,Female,2023,26.7
Lesotho,Both sexes,2022,16.2
Lesotho,Male,2022,4.4
Lesotho,Female,2022,26
Lesotho,Both sexes,2021,15.7
Lesotho,Male,2021,4.1
Lesotho,Female,2021,25.3
Lesotho,Both sexes,2020,15.3
Lesotho,Male,2020,3.9
Lesotho,Female,2020,24.7
Lesotho,Both sexes,2019,14.9
Lesotho,Male,2019,3.7
Lesotho,Female,2019,24
Lesotho,Both sexes,2018,14.5
Lesotho,Male,2018,3.5
Lesotho,Female,2018,23.3
Liberia,Both sexes,2023,9.9
Liberia,Male,2023,5.5
Liberia,Female,2023,14.2
Liberia,Both sexes,2022,9.6
Liberia,Male,2022,5.2
Liberia,Female,2022,13.7
Liberia,Both sexes,2021,9.2
Liberia,Male,2021,5
Liberia,Female,2021,13.3
Liberia,Both sexes,2020,8.9
Liberia,Male,2020,4.8
Liberia,Female,2020,12.8
Liberia,Both sexes,2019,8.6
Liberia,Male,2019,4.5
Liberia,Female,2019,12.4
Liberia,Both sexes,2018,8.3
Liberia,Male,2018,4.3
Liberia,Female,2018,12
Libya,Both sexes,2023,32.5
Libya,Male,2023,25
Libya,Female,2023,39.6
Libya,Both sexes,2022,31.9
Libya,Male,2022,24.3
Libya,Female,2022,39.1
Libya,Both sexes,2021,31.3
Libya,Male,2021,23.6
Libya,Female,2021,38.6
Libya,Both sexes,2020,30.6
Libya,Male,2020,23
Libya,Female,2020,38
Libya,Both sexes,2019,30
Libya,Male,2019,22.4
Libya,Female,2019,37.5
Libya,Both sexes,2018,29.4
Libya,Male,2018,21.8
Libya,Female,2018,37
Lithuania,Both sexes,2023,26.3
Lithuania,Male,2023,24.2
Lithuania,Female,2023,27.8
Lithuania,Both sexes,2022,26
Lithuania,Male,2022,23.7
Lithuania,Female,2022,27.6
Lithuania,Both sexes,2021,25.6
Lithuania,Male,2021,23.2
Lithuania,Female,2021,27.4
Lithuania,Both sexes,2020,25.3
Lithuania,Male,2020,22.7
Lithuania,Female,2020,27.2
Lithuania,Both sexes,2019,25
Lithuania,Male,2019,22.3
Lithuania,Female,2019,27
Lithuania,Both sexes,2018,24.7
Lithuania,Male,2018,21.8
Lithuania,Female,2018,26.8
Luxembourg,Both sexes,2023,22.6
Luxembourg,Male,2023,24.5
Luxembourg,Female,2023,20.7
Luxembourg,Both sexes,2022,22.2
Luxembourg,Male,2022,23.9
Luxembourg,Female,2022,20.4
Luxembourg,Both sexes,2021,21.7
Luxembourg,Male,2021,23.3
Luxembourg,Female,2021,20.1
Luxembourg,Both sexes,2020,21.3
Luxembourg,Male,2020,22.8
Luxembourg,Female,2020,19.8
Luxembourg,Both sexes,2019,20.9
Luxembourg,Male,2019,22.2
Luxembourg,Female,2019,19.5
Luxembourg,Both sexes,2018,20.4
Luxembourg,Male,2018,21.7
Luxembourg,Female,2018,19.2
Madagascar,Both sexes,2023,5.3
Madagascar,Male,2023,3
Madagascar,Female,2023,7.5
Madagascar,Both sexes,2022,5.1
Madagascar,Male,2022,2.8
Madagascar,Female,2022,7.2
Madagascar,Both sexes,2021,4.8
Madagascar,Male,2021,2.6
Madagascar,Female,2021,6.8
Madagascar,Both sexes,2020,4.5
Madagascar,Male,2020,2.5
Madagascar,Female,2020,6.5
Madagascar,Both sexes,2019,4.3
Madagascar,Male,2019,2.3
Madagascar,Female,2019,6.2
Madagascar,Both sexes,2018,4.1
Madagascar,Male,2018,2.2
Madagascar,Female,2018,5.9
Malawi,Both sexes,2023,5.8
Malawi,Male,2023,2.2
Malawi,Female,2023,9.1
Malawi,Both sexes,2022,5.5
Malawi,Male,2022,2.1
Malawi,Female,2022,8.7
Malawi,Both sexes,2021,5.3
Malawi,Male,2021,2
Malawi,Female,2021,8.3
Malawi,Both sexes,2020,5
Malawi,Male,2020,1.9
Malawi,Female,2020,8
Malawi,Both sexes,2019,4.8
Malawi,Male,2019,1.8
Malawi,Female,2019,7.6
Malawi,Both sexes,2018,4.6
Malawi,Male,2018,1.7
Malawi,Female,2018,7.3
Malaysia,Both sexes,2023,15.6
Malaysia,Male,2023,13
Malaysia,Female,2023,17.9
Malaysia,Both sexes,2022,14.9
Malaysia,Male,2022,12.3
Malaysia,Female,2022,17.4
Malaysia,Both sexes,2021,14.3
Malaysia,Male,2021,11.7
Malaysia,Female,2021,16.8
Malaysia,Both sexes,2020,13.7
Malaysia,Male,2020,11.1
Malaysia,Female,2020,16.2
Malaysia,Both sexes,2019,13.1
Malaysia,Male,2019,10.5
Malaysia,Female,2019,15.6
Malaysia,Both sexes,2018,12.6
Malaysia,Male,2018,9.9
Malaysia,Female,2018,15.1
Maldives,Both sexes,2023,8.6
Maldives,Male,2023,5.8
Maldives,Female,2023,11.4
Maldives,Both sexes,2022,8.1
Maldives,Male,2022,5.4
Maldives,Female,2022,10.8
Maldives,Both sexes,2021,7.6
Maldives,Male,2021,5
Maldives,Female,2021,10.3
Maldives,Both sexes,2020,7.2
Maldives,Male,2020,4.6
Maldives,Female,2020,9.8
Maldives,Both sexes,2019,6.7
Maldives,Male,2019,4.3
Maldives,Female,2019,9.3
Maldives,Both sexes,2018,6.3
Maldives,Male,2018,3.9
Maldives,Female,2018,8.8
Mali,Both sexes,2023,8.6
Mali,Male,2023,4.6
Mali,Female,2023,12.4
Mali,Both sexes,2022,8.2
Mali,Male,2022,4.3
Mali,Female,2022,11.9
Mali,Both sexes,2021,7.9
Mali,Male,2021,4
Mali,Female,2021,11.4
Mali,Both sexes,2020,7.5
Mali,Male,2020,3.8
Mali,Female,2020,10.9
Mali,Both sexes,2019,7.2
Mali,Male,2019,3.6
Mali,Female,2019,10.4
Mali,Both sexes,2018,6.8
Mali,Male,2018,3.3
Mali,Female,2018,9.9
Malta,Both sexes,2023,28.9
Malta,Male,2023,29.2
Malta,Female,2023,28.5
Malta,Both sexes,2022,28.5
Malta,Male,2022,28.6
Malta,Female,2022,28.3
Malta,Both sexes,2021,28.2
Malta,Male,2021,28.1
Malta,Female,2021,28.1
Malta,Both sexes,2020,27.8
Malta,Male,2020,27.6
Malta,Female,2020,27.9
Malta,Both sexes,2019,27.5
Malta,Male,2019,27.1
Malta,Female,2019,27.7
Malta,Both sexes,2018,27.1
Malta,Male,2018,26.7
Malta,Female,2018,27.5
Marshall Islands,Both sexes,2023,52.9
Marshall Islands,Male,2023,48.4
Marshall Islands,Female,2023,57.3
Marshall Islands,Both sexes,2022,52.4
Marshall Islands,Male,2022,47.7
Marshall Islands,Female,2022,56.9
Marshall Islands,Both sexes,2021,51.8
Marshall Islands,Male,2021,47.1
Marshall Islands,Female,2021,56.5
Marshall Islands,Both sexes,2020,51.3
Marshall Islands,Male,2020,46.4
Marshall Islands,Female,2020,56.1
Marshall Islands,Both sexes,2019,50.7
Marshall Islands,Male,2019,45.7
Marshall Islands,Female,2019,55.7
Marshall Islands,Both sexes,2018,50.1
Marshall Islands,Male,2018,45
Marshall Islands,Female,2018,55.2
Mauritania,Both sexes,2023,12.7
Mauritania,Male,2023,6.6
Mauritania,Female,2023,18.5
Mauritania,Both sexes,2022,12.3
Mauritania,Male,2022,6.3
Mauritania,Female,2022,17.9
Mauritania,Both sexes,2021,11.8
Mauritania,Male,2021,6
Mauritania,Female,2021,17.4
Mauritania,Both sexes,2020,11.4
Mauritania,Male,2020,5.7
Mauritania,Female,2020,16.9
Mauritania,Both sexes,2019,11
Mauritania,Male,2019,5.4
Mauritania,Female,2019,16.3
Mauritania,Both sexes,2018,10.6
Mauritania,Male,2018,5.2
Mauritania,Female,2018,15.8
Mauritius,Both sexes,2023,10.8
Mauritius,Male,2023,5.6
Mauritius,Female,2023,15.7
Mauritius,Both sexes,2022,10.5
Mauritius,Male,2022,5.4
Mauritius,Female,2022,15.2
Mauritius,Both sexes,2021,10.2
Mauritius,Male,2021,5.2
Mauritius,Female,2021,14.8
Mauritius,Both sexes,2020,9.9
Mauritius,Male,2020,5
Mauritius,Female,2020,14.4
Mauritius,Both sexes,2019,9.6
Mauritius,Male,2019,4.9
Mauritius,Female,2019,14
Mauritius,Both sexes,2018,9.3
Mauritius,Male,2018,4.7
Mauritius,Female,2018,13.7
Mexico,Both sexes,2023,28.9
Mexico,Male,2023,24.3
Mexico,Female,2023,32.8
Mexico,Both sexes,2022,28.3
Mexico,Male,2022,23.8
Mexico,Female,2022,32.3
Mexico,Both sexes,2021,27.8
Mexico,Male,2021,23.2
Mexico,Female,2021,31.8
Mexico,Both sexes,2020,27.3
Mexico,Male,2020,22.7
Mexico,Female,2020,31.3
Mexico,Both sexes,2019,26.8
Mexico,Male,2019,22.2
Mexico,Female,2019,30.8
Mexico,Both sexes,2018,26.3
Mexico,Male,2018,21.6
Mexico,Female,2018,30.3
Micronesia (Federated States of),Both sexes,2023,45.8
Micronesia (Federated States of),Male,2023,40.1
Micronesia (Federated States of),Female,2023,51.5
Micronesia (Federated States of),Both sexes,2022,45.1
Micronesia (Federated States of),Male,2022,39.3
Micronesia (Federated States of),Female,2022,50.9
Micronesia (Federated States of),Both sexes,2021,44.4
Micronesia (Federated States of),Male,2021,38.4
Micronesia (Federated States of),Female,2021,50.2
Micronesia (Federated States of),Both sexes,2020,43.7
Micronesia (Federated States of),Male,2020,37.6
Micronesia (Federated States of),Female,2020,49.6
Micronesia (Federated States of),Both sexes,2019,42.9
Micronesia (Federated States of),Male,2019,36.8
Micronesia (Federated States of),Female,2019,49
Micronesia (Federated States of),Both sexes,2018,42.2
Micronesia (Federated States of),Male,2018,35.9
Micronesia (Federated States of),Female,2018,48.3
Monaco,Both sexes,2023,NA
Monaco,Male,2023,NA
Monaco,Female,2023,NA
Monaco,Both sexes,2022,NA
Monaco,Male,2022,NA
Monaco,Female,2022,NA
Monaco,Both sexes,2021,NA
Monaco,Male,2021,NA
Monaco,Female,2021,NA
Monaco,Both sexes,2020,NA
Monaco,Male,2020,NA
Monaco,Female,2020,NA
Monaco,Both sexes,2019,NA
Monaco,Male,2019,NA
Monaco,Female,2019,NA
Monaco,Both sexes,2018,NA
Monaco,Male,2018,NA
Monaco,Female,2018,NA
Mongolia,Both sexes,2023,20.6
Mongolia,Male,2023,17.5
Mongolia,Female,2023,23.2
Mongolia,Both sexes,2022,19.9
Mongolia,Male,2022,16.8
Mongolia,Female,2022,22.6
Mongolia,Both sexes,2021,19.2
Mongolia,Male,2021,16.1
Mongolia,Female,2021,22
Mongolia,Both sexes,2020,18.6
Mongolia,Male,2020,15.4
Mongolia,Female,2020,21.4
Mongolia,Both sexes,2019,17.9
Mongolia,Male,2019,14.8
Mongolia,Female,2019,20.8
Mongolia,Both sexes,2018,17.3
Mongolia,Male,2018,14.1
Mongolia,Female,2018,20.1
Montenegro,Both sexes,2023,23.3
Montenegro,Male,2023,23.3
Montenegro,Female,2023,23.1
Montenegro,Both sexes,2022,22.8
Montenegro,Male,2022,22.7
Montenegro,Female,2022,22.8
Montenegro,Both sexes,2021,22.4
Montenegro,Male,2021,22.2
Montenegro,Female,2021,22.5
Montenegro,Both sexes,2020,22
Montenegro,Male,2020,21.7
Montenegro,Female,2020,22.2
Montenegro,Both sexes,2019,21.6
Montenegro,Male,2019,21.2
Montenegro,Female,2019,21.9
Montenegro,Both sexes,2018,21.2
Montenegro,Male,2018,20.7
Montenegro,Female,2018,21.6
Morocco,Both sexes,2023,26.1
Morocco,Male,2023,19.4
Morocco,Female,2023,32.2
Morocco,Both sexes,2022,25.4
Morocco,Male,2022,18.7
Morocco,Female,2022,31.5
Morocco,Both sexes,2021,24.7
Morocco,Male,2021,18
Morocco,Female,2021,30.8
Morocco,Both sexes,2020,24.1
Morocco,Male,2020,17.4
Morocco,Female,2020,30.1
Morocco,Both sexes,2019,23.4
Morocco,Male,2019,16.7
Morocco,Female,2019,29.5
Morocco,Both sexes,2018,22.8
Morocco,Male,2018,16.1
Morocco,Female,2018,28.8
Mozambique,Both sexes,2023,7.2
Mozambique,Male,2023,3.3
Mozambique,Female,2023,10.5
Mozambique,Both sexes,2022,6.9
Mozambique,Male,2022,3.1
Mozambique,Female,2022,10.1
Mozambique,Both sexes,2021,6.7
Mozambique,Male,2021,3
Mozambique,Female,2021,9.7
Mozambique,Both sexes,2020,6.4
Mozambique,Male,2020,2.8
Mozambique,Female,2020,9.4
Mozambique,Both sexes,2019,6.1
Mozambique,Male,2019,2.7
Mozambique,Female,2019,9
Mozambique,Both sexes,2018,5.9
Mozambique,Male,2018,2.6
Mozambique,Female,2018,8.7
Myanmar,Both sexes,2023,5.8
Myanmar,Male,2023,4
Myanmar,Female,2023,7.3
Myanmar,Both sexes,2022,5.4
Myanmar,Male,2022,3.8
Myanmar,Female,2022,6.9
Myanmar,Both sexes,2021,5.1
Myanmar,Male,2021,3.5
Myanmar,Female,2021,6.5
Myanmar,Both sexes,2020,4.8
Myanmar,Male,2020,3.2
Myanmar,Female,2020,6.2
Myanmar,Both sexes,2019,4.6
Myanmar,Male,2019,3
Myanmar,Female,2019,5.9
Myanmar,Both sexes,2018,4.3
Myanmar,Male,2018,2.8
Myanmar,Female,2018,5.6
Namibia,Both sexes,2023,17.2
Namibia,Male,2023,7.5
Namibia,Female,2023,25.4
Namibia,Both sexes,2022,16.7
Namibia,Male,2022,7.1
Namibia,Female,2022,24.7
Namibia,Both sexes,2021,16.1
Namibia,Male,2021,6.7
Namibia,Female,2021,24.1
Namibia,Both sexes,2020,15.6
Namibia,Male,2020,6.3
Namibia,Female,2020,23.4
Namibia,Both sexes,2019,15.1
Namibia,Male,2019,5.9
Namibia,Female,2019,22.7
Namibia,Both sexes,2018,14.6
Namibia,Male,2018,5.5
Namibia,Female,2018,22
Nauru,Both sexes,2023,61
Nauru,Male,2023,58.7
Nauru,Female,2023,63.3
Nauru,Both sexes,2022,60.7
Nauru,Male,2022,58.2
Nauru,Female,2022,63.1
Nauru,Both sexes,2021,60.3
Nauru,Male,2021,57.8
Nauru,Female,2021,62.9
Nauru,Both sexes,2020,60
Nauru,Male,2020,57.3
Nauru,Female,2020,62.6
Nauru,Both sexes,2019,59.6
Nauru,Male,2019,56.8
Nauru,Female,2019,62.4
Nauru,Both sexes,2018,59.3
Nauru,Male,2018,56.4
Nauru,Female,2018,62.1
Nepal,Both sexes,2023,4.1
Nepal,Male,2023,2.7
Nepal,Female,2023,5.4
Nepal,Both sexes,2022,3.9
Nepal,Male,2022,2.5
Nepal,Female,2022,5.1
Nepal,Both sexes,2021,3.7
Nepal,Male,2021,2.4
Nepal,Female,2021,4.9
Nepal,Both sexes,2020,3.5
Nepal,Male,2020,2.2
Nepal,Female,2020,4.6
Nepal,Both sexes,2019,3.3
Nepal,Male,2019,2.1
Nepal,Female,2019,4.4
Nepal,Both sexes,2018,3.1
Nepal,Male,2018,2
Nepal,Female,2018,4.1
Netherlands,Both sexes,2023,20.4
Netherlands,Male,2023,20.8
Netherlands,Female,2023,20
Netherlands,Both sexes,2022,20
Netherlands,Male,2022,20.2
Netherlands,Female,2022,19.7
Netherlands,Both sexes,2021,19.5
Netherlands,Male,2021,19.7
Netherlands,Female,2021,19.3
Netherlands,Both sexes,2020,19.1
Netherlands,Male,2020,19.1
Netherlands,Female,2020,19
Netherlands,Both sexes,2019,18.6
Netherlands,Male,2019,18.5
Netherlands,Female,2019,18.7
Netherlands,Both sexes,2018,18.2
Netherlands,Male,2018,18
Netherlands,Female,2018,18.3
New Zealand,Both sexes,2023,30.8
New Zealand,Male,2023,30.1
New Zealand,Female,2023,31.4
New Zealand,Both sexes,2022,30.2
New Zealand,Male,2022,29.4
New Zealand,Female,2022,30.9
New Zealand,Both sexes,2021,29.6
New Zealand,Male,2021,28.8
New Zealand,Female,2021,30.3
New Zealand,Both sexes,2020,29
New Zealand,Male,2020,28.1
New Zealand,Female,2020,29.8
New Zealand,Both sexes,2019,28.4
New Zealand,Male,2019,27.5
New Zealand,Female,2019,29.2
New Zealand,Both sexes,2018,27.8
New Zealand,Male,2018,26.9
New Zealand,Female,2018,28.7
Nicaragua,Both sexes,2023,23.7
Nicaragua,Male,2023,17.9
Nicaragua,Female,2023,29
Nicaragua,Both sexes,2022,23.1
Nicaragua,Male,2022,17.4
Nicaragua,Female,2022,28.4
Nicaragua,Both sexes,2021,22.5
Nicaragua,Male,2021,16.8
Nicaragua,Female,2021,27.8
Nicaragua,Both sexes,2020,22
Nicaragua,Male,2020,16.3
Nicaragua,Female,2020,27.2
Nicaragua,Both sexes,2019,21.5
Nicaragua,Male,2019,15.8
Nicaragua,Female,2019,26.7
Nicaragua,Both sexes,2018,20.9
Nicaragua,Male,2018,15.3
Nicaragua,Female,2018,26.1
Niger,Both sexes,2023,5.5
Niger,Male,2023,2.5
Niger,Female,2023,8.7
Niger,Both sexes,2022,5.2
Niger,Male,2022,2.3
Niger,Female,2022,8.3
Niger,Both sexes,2021,5
Niger,Male,2021,2.2
Niger,Female,2021,7.9
Niger,Both sexes,2020,4.8
Niger,Male,2020,2.1
Niger,Female,2020,7.6
Niger,Both sexes,2019,4.5
Niger,Male,2019,2
Niger,Female,2019,7.2
Niger,Both sexes,2018,4.3
Niger,Male,2018,1.8
Niger,Female,2018,6.9
Nigeria,Both sexes,2023,8.9
Nigeria,Male,2023,4.6
Nigeria,Female,2023,13.1
Nigeria,Both sexes,2022,8.5
Nigeria,Male,2022,4.3
Nigeria,Female,2022,12.5
Nigeria,Both sexes,2021,8.1
Nigeria,Male,2021,4.1
Nigeria,Female,2021,12
Nigeria,Both sexes,2020,7.7
Nigeria,Male,2020,3.9
Nigeria,Female,2020,11.5
Nigeria,Both sexes,2019,7.4
Nigeria,Male,2019,3.6
Nigeria,Female,2019,11
Nigeria,Both sexes,2018,7
Nigeria,Male,2018,3.4
Nigeria,Female,2018,10.6
Niue,Both sexes,2023,50
Niue,Male,2023,44.8
Niue,Female,2023,55.1
Niue,Both sexes,2022,49.2
Niue,Male,2022,43.9
Niue,Female,2022,54.5
Niue,Both sexes,2021,48.4
Niue,Male,2021,43
Niue,Female,2021,53.8
Niue,Both sexes,2020,47.6
Niue,Male,2020,42.1
Niue,Female,2020,53.2
Niue,Both sexes,2019,46.8
Niue,Male,2019,41.2
Niue,Female,2019,52.5
Niue,Both sexes,2018,46
Niue,Male,2018,40.3
Niue,Female,2018,51.8
Norway,Both sexes,2023,23.1
Norway,Male,2023,23.6
Norway,Female,2023,22.5
Norway,Both sexes,2022,22.6
Norway,Male,2022,23
Norway,Female,2022,22.2
Norway,Both sexes,2021,22.2
Norway,Male,2021,22.4
Norway,Female,2021,21.8
Norway,Both sexes,2020,21.7
Norway,Male,2020,21.9
Norway,Female,2020,21.5
Norway,Both sexes,2019,21.3
Norway,Male,2019,21.3
Norway,Female,2019,21.1
Norway,Both sexes,2018,20.8
Norway,Male,2018,20.8
Norway,Female,2018,20.8
Oman,Both sexes,2023,27
Oman,Male,2023,22.9
Oman,Female,2023,33.7
Oman,Both sexes,2022,26.3
Oman,Male,2022,22.2
Oman,Female,2022,33.1
Oman,Both sexes,2021,25.6
Oman,Male,2021,21.4
Oman,Female,2021,32.4
Oman,Both sexes,2020,24.9
Oman,Male,2020,20.7
Oman,Female,2020,31.8
Oman,Both sexes,2019,24.3
Oman,Male,2019,20
Oman,Female,2019,31.1
Oman,Both sexes,2018,23.7
Oman,Male,2018,19.3
Oman,Female,2018,30.5
Pakistan,Both sexes,2023,8.6
Pakistan,Male,2023,6
Pakistan,Female,2023,11.3
Pakistan,Both sexes,2022,8.2
Pakistan,Male,2022,5.7
Pakistan,Female,2022,10.8
Pakistan,Both sexes,2021,7.8
Pakistan,Male,2021,5.4
Pakistan,Female,2021,10.4
Pakistan,Both sexes,2020,7.5
Pakistan,Male,2020,5.1
Pakistan,Female,2020,9.9
Pakistan,Both sexes,2019,7.1
Pakistan,Male,2019,4.8
Pakistan,Female,2019,9.5
Pakistan,Both sexes,2018,6.8
Pakistan,Male,2018,4.5
Pakistan,Female,2018,9.1
Palau,Both sexes,2023,55.3
Palau,Male,2023,51.8
Palau,Female,2023,58.8
Palau,Both sexes,2022,54.8
Palau,Male,2022,51.1
Palau,Female,2022,58.4
Palau,Both sexes,2021,54.2
Palau,Male,2021,50.4
Palau,Female,2021,58
Palau,Both sexes,2020,53.7
Palau,Male,2020,49.7
Palau,Female,2020,57.6
Palau,Both sexes,2019,53.1
Palau,Male,2019,49
Palau,Female,2019,57.1
Palau,Both sexes,2018,52.4
Palau,Male,2018,48.2
Palau,Female,2018,56.6
Panama,Both sexes,2023,22.7
Panama,Male,2023,17.8
Panama,Female,2023,27.6
Panama,Both sexes,2022,22.2
Panama,Male,2022,17.3
Panama,Female,2022,27.1
Panama,Both sexes,2021,21.6
Panama,Male,2021,16.7
Panama,Female,2021,26.5
Panama,Both sexes,2020,21.1
Panama,Male,2020,16.2
Panama,Female,2020,26
Panama,Both sexes,2019,20.6
Panama,Male,2019,15.7
Panama,Female,2019,25.4
Panama,Both sexes,2018,20.1
Panama,Male,2018,15.3
Panama,Female,2018,24.9
Papua New Guinea,Both sexes,2023,21.3
Papua New Guinea,Male,2023,16.6
Papua New Guinea,Female,2023,25.8
Papua New Guinea,Both sexes,2022,20.7
Papua New Guinea,Male,2022,16
Papua New Guinea,Female,2022,25.1
Papua New Guinea,Both sexes,2021,20.1
Papua New Guinea,Male,2021,15.5
Papua New Guinea,Female,2021,24.5
Papua New Guinea,Both sexes,2020,19.6
Papua New Guinea,Male,2020,15
Papua New Guinea,Female,2020,23.9
Papua New Guinea,Both sexes,2019,19
Papua New Guinea,Male,2019,14.4
Papua New Guinea,Female,2019,23.4
Papua New Guinea,Both sexes,2018,18.5
Papua New Guinea,Male,2018,13.9
Papua New Guinea,Female,2018,22.8
Paraguay,Both sexes,2023,20.3
Paraguay,Male,2023,17.1
Paraguay,Female,2023,23.4
Paraguay,Both sexes,2022,19.8
Paraguay,Male,2022,16.6
Paraguay,Female,2022,22.9
Paraguay,Both sexes,2021,19.2
Paraguay,Male,2021,16.1
Paraguay,Female,2021,22.3
Paraguay,Both sexes,2020,18.7
Paraguay,Male,2020,15.6
Paraguay,Female,2020,21.8
Paraguay,Both sexes,2019,18.2
Paraguay,Male,2019,15.1
Paraguay,Female,2019,21.3
Paraguay,Both sexes,2018,17.7
Paraguay,Male,2018,14.6
Paraguay,Female,2018,20.7
Peru,Both sexes,2023,19.7
Peru,Male,2023,15.2
Peru,Female,2023,24.2
Peru,Both sexes,2022,19.3
Peru,Male,2022,14.8
Peru,Female,2022,23.7
Peru,Both sexes,2021,18.9
Peru,Male,2021,14.3
Peru,Female,2021,23.3
Peru,Both sexes,2020,18.5
Peru,Male,2020,13.9
Peru,Female,2020,22.9
Peru,Both sexes,2019,18.1
Peru,Male,2019,13.5
Peru,Female,2019,22.4
Peru,Both sexes,2018,17.7
Peru,Male,2018,13.1
Peru,Female,2018,22
Philippines,Both sexes,2023,6.4
Philippines,Male,2023,5.2
Philippines,Female,2023,7.5
Philippines,Both sexes,2022,6.2
Philippines,Male,2022,5
Philippines,Female,2022,7.2
Philippines,Both sexes,2021,5.9
Philippines,Male,2021,4.7
Philippines,Female,2021,7
Philippines,Both sexes,2020,5.7
Philippines,Male,2020,4.5
Philippines,Female,2020,6.7
Philippines,Both sexes,2019,5.4
Philippines,Male,2019,4.3
Philippines,Female,2019,6.5
Philippines,Both sexes,2018,5.2
Philippines,Male,2018,4
Philippines,Female,2018,6.2
Poland,Both sexes,2023,23.1
Poland,Male,2023,23.7
Poland,Female,2023,22.2
Poland,Both sexes,2022,22.7
Poland,Male,2022,23.2
Poland,Female,2022,21.9
Poland,Both sexes,2021,22.3
Poland,Male,2021,22.6
Poland,Female,2021,21.7
Poland,Both sexes,2020,21.9
Poland,Male,2020,22.1
Poland,Female,2020,21.4
Poland,Both sexes,2019,21.5
Poland,Male,2019,21.6
Poland,Female,2019,21.2
Poland,Both sexes,2018,21.2
Poland,Male,2018,21.1
Poland,Female,2018,20.9
Portugal,Both sexes,2023,20.8
Portugal,Male,2023,20.3
Portugal,Female,2023,21.2
Portugal,Both sexes,2022,20.4
Portugal,Male,2022,19.8
Portugal,Female,2022,20.9
Portugal,Both sexes,2021,19.9
Portugal,Male,2021,19.2
Portugal,Female,2021,20.5
Portugal,Both sexes,2020,19.5
Portugal,Male,2020,18.6
Portugal,Female,2020,20.1
Portugal,Both sexes,2019,19
Portugal,Male,2019,18.1
Portugal,Female,2019,19.8
Portugal,Both sexes,2018,18.6
Portugal,Male,2018,17.5
Portugal,Female,2018,19.4
Qatar,Both sexes,2023,35.1
Qatar,Male,2023,32.5
Qatar,Female,2023,43.1
Qatar,Both sexes,2022,34.5
Qatar,Male,2022,31.8
Qatar,Female,2022,42.6
Qatar,Both sexes,2021,33.8
Qatar,Male,2021,31.1
Qatar,Female,2021,42.2
Qatar,Both sexes,2020,33.1
Qatar,Male,2020,30.4
Qatar,Female,2020,41.7
Qatar,Both sexes,2019,32.4
Qatar,Male,2019,29.7
Qatar,Female,2019,41.3
Qatar,Both sexes,2018,31.8
Qatar,Male,2018,29
Qatar,Female,2018,40.8
Republic of Korea,Both sexes,2023,4.7
Republic of Korea,Male,2023,4.4
Republic of Korea,Female,2023,4.8
