Country,Sex,Year,BMI
United Arab Emirates,Female,2023,41
United Arab Emirates,Both sexes,2022,31
United Arab Emirates,Male,2022,26.8
United Arab Emirates,Female,2022,40.5
United Arab Emirates,Both sexes,2021,30.3
United Arab Emirates,Male,2021,26.1
United Arab Emirates,Female,2021,40
United Arab Emirates,Both sexes,2020,29.7
United Arab Emirates,Male,2020,25.4
United Arab Emirates,Female,2020,39.5
United Arab Emirates,Both sexes,2019,29
United Arab Emirates,Male,2019,24.8
United Arab Emirates,Female,2019,38.9
United Arab Emirates,Both sexes,2018,28.3
United Arab Emirates,Male,2018,24.1
United Arab Emirates,Female,2018,38.4
United Kingdom of Great Britain and Northern Ireland,Both sexes,2023,27.8
United Kingdom of Great Britain and Northern Ireland,Male,2023,26.9
United Kingdom of Great Britain and Northern Ireland,Female,2023,28.6
United Kingdom of Great Britain and Northern Ireland,Both sexes,2022,27.2
United Kingdom of Great Britain and Northern Ireland,Male,2022,26.2
United Kingdom of Great Britain and Northern Ireland,Female,2022,28.1
United Kingdom of Great Britain and Northern Ireland,Both sexes,2021,26.6
United Kingdom of Great Britain and Northern Ireland,Male,2021,25.5
United Kingdom of Great Britain and Northern Ireland,Female,2021,27.6
United Kingdom of Great Britain and Northern Ireland,Both sexes,2020,26
United Kingdom of Great Britain and Northern Ireland,Male,2020,24.9
United Kingdom of Great Britain and Northern Ireland,Female,2020,27
United Kingdom of Great Britain and Northern Ireland,Both sexes,2019,25.4
United Kingdom of Great Britain and Northern Ireland,Male,2019,24.3
United Kingdom of Great Britain and Northern Ireland,Female,2019,26.5
United Kingdom of Great Britain and Northern Ireland,Both sexes,2018,24.8
United Kingdom of Great Britain and Northern Ireland,Male,2018,23.6
United Kingdom of Great Britain and Northern Ireland,Female,2018,26
United Republic of Tanzania,Both sexes,2023,8.4
United Republic of Tanzania,Male,2023,4
United Republic of Tanzania,Female,2023,12.7
United Republic of Tanzania,Both sexes,2022,8
United Republic of Tanzania,Male,2022,3.7
United Republic of Tanzania,Female,2022,12.1
United Republic of Tanzania,Both sexes,2021,7.6
United Republic of Tanzania,Male,2021,3.5
United Republic of Tanzania,Female,2021,11.6
United Republic of Tanzania,Both sexes,2020,7.3
United Republic of Tanzania,Male,2020,3.3
United Republic of Tanzania,Female,2020,11.1
United Republic of Tanzania,Both sexes,2019,6.9
United Republic of Tanzania,Male,2019,3.1
United Republic of Tanzania,Female,2019,10.6
United Republic of Tanzania,Both sexes,2018,6.6
United Republic of Tanzania,Male,2018,3
United Republic of Tanzania,Female,2018,10.1
United States of America,Both sexes,2023,36.2
United States of America,Male,2023,35.5
United States of America,Female,2023,37
United States of America,Both sexes,2022,35.6
United States of America,Male,2022,34.7
United States of America,Female,2022,36.4
United States of America,Both sexes,2021,34.9
United States of America,Male,2021,34
United States of America,Female,2021,35.7
United States of America,Both sexes,2020,34.3
United States of America,Male,2020,33.3
United States of America,Female,2020,35.1
United States of America,Both sexes,2019,33.6
United States of America,Male,2019,32.6
United States of America,Female,2019,34.5
United States of America,Both sexes,2018,33
United States of America,Male,2018,31.9
United States of America,Female,2018,33.9
Uruguay,Both sexes,2023,27.9
Uruguay,Male,2023,24.9
Uruguay,Female,2023,30.6
Uruguay,Both sexes,2022,27.5
Uruguay,Male,2022,24.4
Uruguay,Female,2022,30.1
Uruguay,Both sexes,2021,27
Uruguay,Male,2021,23.8
Uruguay,Female,2021,29.7
Uruguay,Both sexes,2020,26.5
Uruguay,Male,2020,23.3
Uruguay,Female,2020,29.3
Uruguay,Both sexes,2019,26
Uruguay,Male,2019,22.8
Uruguay,Female,2019,28.8
Uruguay,Both sexes,2018,25.5
Uruguay,Male,2018,22.3
Uruguay,Female,2018,28.4
Uzbekistan,Both sexes,2023,16.6
Uzbekistan,Male,2023,13.8
Uzbekistan,Female,2023,19
Uzbekistan,Both sexes,2022,16
Uzbekistan,Male,2022,13.3
Uzbekistan,Female,2022,18.4
Uzbekistan,Both sexes,2021,15.4
Uzbekistan,Male,2021,12.8
Uzbekistan,Female,2021,17.8
Uzbekistan,Both sexes,2020,14.9
Uzbekistan,Male,2020,12.3
Uzbekistan,Female,2020,17.3
Uzbekistan,Both sexes,2019,14.4
Uzbekistan,Male,2019,11.8
Uzbekistan,Female,2019,16.7
Uzbekistan,Both sexes,2018,13.9
Uzbekistan,Male,2018,11.4
Uzbekistan,Female,2018,16.2
Vanuatu,Both sexes,2023,25.2
Vanuatu,Male,2023,20.2
Vanuatu,Female,2023,30.1
Vanuatu,Both sexes,2022,24.5
Vanuatu,Male,2022,19.5
Vanuatu,Female,2022,29.4
Vanuatu,Both sexes,2021,23.9
Vanuatu,Male,2021,18.9
Vanuatu,Female,2021,28.8
Vanuatu,Both sexes,2020,23.2
Vanuatu,Male,2020,18.2
Vanuatu,Female,2020,28.2
Vanuatu,Both sexes,2019,22.6
Vanuatu,Male,2019,17.6
Vanuatu,Female,2019,27.5
Vanuatu,Both sexes,2018,22
Vanuatu,Male,2018,17
Vanuatu,Female,2018,26.9
Venezuela (Bolivarian Republic of),Both sexes,2023,25.6
Venezuela (Bolivarian Republic of),Male,2023,22.4
Venezuela (Bolivarian Republic of),Female,2023,28.6
Venezuela (Bolivarian Republic of),Both sexes,2022,25.2
Venezuela (Bolivarian Republic of),Male,2022,22
Venezuela (Bolivarian Republic of),Female,2022,28.3
Venezuela (Bolivarian Republic of),Both sexes,2021,24.8
Venezuela (Bolivarian Republic of),Male,2021,21.5
Venezuela (Bolivarian Republic of),Female,2021,27.9
Venezuela (Bolivarian Republic of),Both sexes,2020,24.4
Venezuela (Bolivarian Republic of),Male,2020,21.1
Venezuela (Bolivarian Republic of),Female,2020,27.6
Venezuela (Bolivarian Republic of),Both sexes,2019,24
Venezuela (Bolivarian Republic of),Male,2019,20.7
Venezuela (Bolivarian Republic of),Female,2019,27.2
Venezuela (Bolivarian Republic of),Both sexes,2018,23.7
Venezuela (Bolivarian Republic of),Male,2018,20.3
Venezuela (Bolivarian Republic of),Female,2018,26.9
Viet Nam,Both sexes,2023,2.1
Viet Nam,Male,2023,1.6
Viet Nam,Female,2023,2.6
Viet Nam,Both sexes,2022,2
Viet Nam,Male,2022,1.5
Viet Nam,Female,2022,2.4
Viet Nam,Both sexes,2021,1.8
Viet Nam,Male,2021,1.3
Viet Nam,Female,2021,2.3
Viet Nam,Both sexes,2020,1.7
Viet Nam,Male,2020,1.2
Viet Nam,Female,2020,2.1
Viet Nam,Both sexes,2019,1.6
Viet Nam,Male,2019,1.1
Viet Nam,Female,2019,2
Viet Nam,Both sexes,2018,1.5
Viet Nam,Male,2018,1
Viet Nam,Female,2018,1.9
Yemen,Both sexes,2023,17.1
Yemen,Male,2023,12
Yemen,Female,2023,22
Yemen,Both sexes,2022,16.5
Yemen,Male,2022,11.4
Yemen,Female,2022,21.3
Yemen,Both sexes,2021,15.9
Yemen,Male,2021,10.8
Yemen,Female,2021,20.6
Yemen,Both sexes,2020,15.2
Yemen,Male,2020,10.3
Yemen,Female,2020,19.9
Yemen,Both sexes,2019,14.6
Yemen,Male,2019,9.7
Yemen,Female,2019,19.3
Yemen,Both sexes,2018,14.1
Yemen,Male,2018,9.2
Yemen,Female,2018,18.6
Zambia,Both sexes,2023,8.1
Zambia,Male,2023,3.6
Zambia,Female,2023,12.4
Zambia,Both sexes,2022,7.7
Zambia,Male,2022,3.4
Zambia,Female,2022,12
Zambia,Both sexes,2021,7.4
Zambia,Male,2021,3.2
Zambia,Female,2021,11.5
Zambia,Both sexes,2020,7.1
Zambia,Male,2020,3
Zambia,Female,2020,11.1
Zambia,Both sexes,2019,6.8
Zambia,Male,2019,2.9
Zambia,Female,2019,10.6
Zambia,Both sexes,2018,6.5
Zambia,Male,2018,2.7
Zambia,Female,2018,10.2
Zimbabwe,Both sexes,2023,15.5
Zimbabwe,Male,2023,4.7
Zimbabwe,Female,2023,25.3
Zimbabwe,Both sexes,2022,15.2
Zimbabwe,Male,2022,4.5
Zimbabwe,Female,2022,24.8
Zimbabwe,Both sexes,2021,14.9
Zimbabwe,Male,2021,4.4
Zimbabwe,Female,2021,24.4
Zimbabwe,Both sexes,2020,14.6
Zimbabwe,Male,2020,4.2
Zimbabwe,Female,2020,23.9
Zimbabwe,Both sexes,2019,14.3
Zimbabwe,Male,2019,4
Zimbabwe,Female,2019,23.5
Zimbabwe,Both sexes,2018,14.1
Zimbabwe,Male,2018,3.9
Zimbabwe,Female,2018,23
